chave_primaria,grape_synonym,grape_country,vinho,chave_estrangeira,origem,tipo,estilo
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,Veuve Monnay Brut Champagne NV,Chardonnay,France,White,Crisp & Fruity
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,Viré-Clessé Vieilles Vignes 2020/22 Christophe Cordier,Chardonnay,France,White,Ripe & Rounded
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,"Creation Chardonnay 2021/22, Walker Bay",Chardonnay,South Africa,White,Ripe & Rounded
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,"Ten Minutes By Tractor Estate Chardonnay 2019/20, Mornington Peninsula",Chardonnay,Australia,White,Rich & Toasty
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,Nicolas Feuillatte Champagne Half Bottle,Chardonnay,France,White,Crisp & Fruity
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,"Luis Felipe Edwards Gran Reserva Chardonnay 2021/22, Casablanca Valley",Chardonnay,Chile,White,Rich & Toasty
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,Taittinger Comtes de Champagne 2011/12,Chardonnay,France,White,Rich & Toasty
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,"Mayacamas Chardonnay 2015, California",Chardonnay,USA,White,Rich & Toasty
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,"Bread & Butter 'Winemaker's Selection' Chardonnay 2020/21, California",Chardonnay,USA,White,Rich & Toasty
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,Taittinger Comtes de Champagne 2008,Chardonnay,France,White,Rich & Toasty
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,"Wolf Blass Yellow Label Chardonnay 2021/22, South Australia",Chardonnay,Australia,White,Ripe & Rounded
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,"Robert Oatley 'Signature Series' Chardonnay 2021/22, Margaret River",Chardonnay,Australia,White,Rich & Toasty
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,"Stonier Reserve Chardonnay 2016, Mornington Peninsula",Chardonnay,Australia,White,Rich & Toasty
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,"Rupert & Rothschild 'Baroness Nadine' Chardonnay 2021/22, South Africa",Chardonnay,South Africa,White,Rich & Toasty
